Part,Sentence,ann1,ann2,ann3
SentiAnno4,"Die Eigenthümlichkeit des Judenstammes, seit er in der Zerstreuung lebt, ist auch hier die Unproductivität neuer Ideen, dagegen eine hervorragende Geschicklichkeit in Erkenntniß, Ausbildung, Verbindung und Nutzbarmachung der geborenen Ideen.",mixed,mixed,mixed
SentiAnno4,Unsere Judenpresse triumphirt heute.,positive,negative,positive
SentiAnno4,"Hatten sich ja ihre Voraussagungen bestätigt, daß die antisemitische Bewegung zu Gewaltthätigkeiten gegen Israel führen müsse. Da soll in dem polnischen Städtchen Argenau, wie man das polnische Gniewkowo vor einigen Monaten umgetaufthat.",neutral,neutral,negative
SentiAnno4,"ein großer Straßentumult vorgekommen, vielen Juden sollen die Fensterscheiben durch Steinwürfe zerschmettert, ja mit Mord gedroht worden sein.",negative,negative,negative
SentiAnno4,Indessen der jüdische Triumph hat nicht lange gedauert.,negative,neutral,neutral
SentiAnno4,Ich stütze mich dabei auf einen jüdischen Bericht.,neutral,neutral,neutral
SentiAnno4,"Und als sollte es ausdrücklich dadurch widerlegt werden wollen, was der „Deutsche Landbote agt: daß es eine Clique von Juden und Indengenossen sei, die sich in den Deckmantel nationalen Eifers hüllen, treten jetzt drei erklärte „Antisemiten“ in derselben Rolle auf, gleich als wollten sie beweisen, daß das „Hundeln“ kein Privilegium der Juden sei, sondern daß der derbe Urgermane darin gleichfalls Ansehnliches zuleisten vermag. „Socialreform nach dem Vorbilde des Fürsten Bismarck“ will das antisemitische Kleeblatt des Orient.",negative,negative,neutral
SentiAnno4,"Nicht darum handelt es sich auch, sondern um die Frage, ob über unsere Völker ein ihnen fremdartiges, heidnisches Recht und in ihrem socialen und wirthschaftlichen Leben noch fremdartigere jüdische Praktiken herrschen sollen — oder über unsere Nationennoch die geistige und sittliche Kraft besitzen, die ihnen unausrottbar innewohnenden ewigen Ideen in neuer und zeitgemäßer Gestaltung lebenskräftig auf sich herauszuentwickeln.",mixed,mixed,negative
SentiAnno4,"man uns etwa gar als Partei bezeichnen, weil inneuester Zeit das Judenthum unter uns zahlreich und mächtig geworden ist? Am entschiedensten verwahren wir uns dagegen, als conservative“ in jenem bornirten Sinne geltenzu wollen, der alle krankhaften, krebsartigen und blut=vergistenden Wuchergebilde am socialen Körper sorgsam zu- pflegen sich berufen glaubt und nicht weiß, daß es im Leben der Völker keinen Stillstand gibt, sondern eine gesunde Fortentwicklung nur aus der Idee des Volksgeistes heraus, — oder ein immer tieferes Herabsinken.",mixed,negative,neutral
SentiAnno4,"Wenn es so fortgeht, wie jetzt, dann werden in einem Jahrhunderte und vielleicht noch früher die Juden die vollständigen Colonisatoren des Welttheiles sein und die christliche Bevölkerung wird sich zu ihnen verhalten wie die eingeborenen Hindus zu den Engländern.",negative,negative,negative
SentiAnno4,"Wer auf die Geschichte dieser Colonisirung zurückblickt, der findet, ohne sie zu suchen, Parallelen mit der jüdischen Colonisation genug.",negative,negative,neutral
SentiAnno4,"Dem Christen erscheint sie fast zu zärtlich, denn niemals wird eine Christin ihre Kinder ins Gesicht schön nennen, wie die jüdischen Mütter es thun.",negative,neutral,neutral
SentiAnno4,Daher rührt die oft so lächerliche Eitelkeit der Juden.,negative,negative,negative
SentiAnno4,"Dennoch ergibt sich bei näherer Untersuchung eine Methode in jener Erziehung, die dem übertriebenen Enthusiasmus jüdischer Elternliebe ein schweres Gegengewicht leistet: Das ist die beinahe erbarmungslose Art, der Spott, welcher jenem semitischen Kinde zu Theil wird, das sich durch eine naive oder beschränkte Antwort blamirte.",negative,negative,negative
SentiAnno4,"Ein Jude verzeiht seinem Kinde Vieles, aber er würde außer sich gerathen und an dem semitischen Blute desselben zweifeln, wenn er Naivetät oder gar Einfalt indessen Antworten entdecken müßte. Jenes herzige naive Unschuldsmännchen, welches die Christenkinder ziert, wird man niemals bei einem semitischen Sprößlinge finden, deren Mund weiß bereits im frühesten Alter jene festen bestimmten Linien, wie sich nur die Lippender durch Sport und Schaden klug Gewordener zu herbenpflegen.",negative,negative,neutral
SentiAnno4,"Der Zug muthet Einem in einem Kinderantlitz doppelt traurig an. Naivetät ist eine überflüssige Sache, welche der Semite dem Christen überläßt, darauf baut er seine Ueberlegenheit, seinen Nutzen.",negative,negative,negative
SentiAnno4,"Wir wollen, sagt Rednerin, unsere Kinder christlich, durch christliche Lehrer, getrennt von denen der jüdischen Religion, erzogen sehen und wir Frauen haben mit unserer ganzen Kraft darauf hinzuwirken, daß unsere Männer für die heilige Sache kämpfen und christlich wählen.",negative,neutral,negative
SentIAnno5,"Um unsere Ansicht zu beweisen, daß nicht Mangel an Fleiß, sondern daß System die Ursache der intellectuellen Unfähigkeit der Arbeiter sei, dient vor Allem die Thatsache, daß in jenen Gewerbskreisen, welche heute noch nicht dem Fabrikssystem unterworfen sind, die allseitig gebildetsten, die geschicktesten Arbeiter aufzufinden sind. Daraus geht klar und empirisch her vor, daß im Handwerke die Menschen sich viel mehr Bildung aneignen, sich größere Fähigkeiten erwerben und sich auch geistig besser ausbilden können, als in der Fabriksindustrie.",mixed,mixed,mixed
SentIAnno5,"Der Geschäftseifer ist gewiß eine Qualität, welche an und für sich sehr schätzenswert",positive,positive,positive
SentIAnno5,"Ich will Ladenmädchen werden, weil man dabei sich nicht zu ermüden braucht und ich nicht gern arbeite.",positive,positive,neutral
SentIAnno5,Doch sollten die Beiträge der Arbeiter niemals 3 Percent des Lohnes übersteigen dürfen und jene der Unternehmer mindestens mit 10 Percent der gesummten Beiträge der Arbeiter bemessen werden.,neutral,neutral,neutral
SentIAnno5,"Die Arbeiter hätten sich geschämt, an einer solchen Bewegung theilzunehmen.",negative,negative,neutral
SentIAnno5,"Erstlich hatten sie sich durch maßlose Versprechungen von den Arbeitern abhängig gemacht, d. h. sie machten mit den Arbeitern zu viel in Politik; dann trieben sie selbst den verwegensten Congurrenzkampf gegen einander und haben sich allmälig durch Proclamirung aller möglichen Freiheiten in eine Sackgasse hineinverrannt, aus der sie nicht mehr herauszukommen vermeinen.",negative,negative,negative
SentIAnno5,"Der Vagabund ist fertig. Das Herumziehen, das Betteln wirkt nicht eben- stätigend auf die Familie ein sie wird zur Landplage, endlich zur Gefahr. So lange die gegenwärtige Wirthschaftsordnung besteht, wird und muß es Vagabundenmassen geben; sie sind ein unvermeidliches Product derselben, und sie wirken nützlich im Sinne eben dieser Wirthschaftsordnung, indem sie die wünschenswerthe Niedrigkeit der Löhne, die Anspruchslosigkeit der Arbeiter in Betreff aller Schutzmaßregeln herbeiführen.",negative,mixed,mixed
SentIAnno5,"Wenn auch in der letzten Zeit die Versammlungen der Arbeiterinnen den Eindruck machte, als ob man es mit der „Socialdemokratie im Unterrocke zu thun habe, und wenn auch verschiedene religionsfeindlich Auslassungen einiger Rednerinnen mit der Lohnbewegung absolut nichts zu thun hatten, so kann doch nicht verkannt werden, daß dem Streben der hiesigen Arbeiterinnen nach Verbesserung ihrer Lage die tiefste Berechtigung innewohn; Bieten doch gerade die ungenügend bezahlten Arbeiterinne das beste Recrutirungsfeld für die hier ungeheuerlich zunehmende Entsittlichung! politische Gyronik. Wien, 31.",negative,mixed,neutral
SentIAnno5,"Indemsie die Betrachtung der Arbeiterschutzgesetze als einen Gegenstand von „Wünschen“, die obrigkeitliche Ueberwachung der Gesetzesbefolgung aber als von „Möglichkeiten“ abhängig erscheinen läßt, will sie bei den Gewerbe=behörden, bei den Gewerbe=Inspectoren und namentlich bei den Fabrikanten die irrige aber verderbliche Meinung erwecken, daß man an oberster Stelle geneigt sei, die kaum erst nach schweren Kämpfen und nur inrudimentärer Gestalt erlangten Arbeiterschutzgesetze ungestraft auf's frechste verletzen zu lassen. Diese Tendenz des liberalen Blattes bezeichnenwir gegen- an Stellen des Gesetzes und der legitimen Obrigkeit die Willkür des verlottertsten Theiles der Industriellen setzen will; gerade so, wie auf der anderen Seite verbitterte und sittlich verkommene Arbeiter ihre Willkür an Stelle des Gesetzes zur Geltung bringen wollen. Die erstere Form des Anarchismus ist genau so verwerflich, wie die andere und die journalistische Propaganda Beider gleich strafbar. Wenn — wie es nach den Mittheilungen der „N.Fr.",negative,negative,negative
SentIAnno5,"Das Gewerbe ist fast immer wie ein Stiefkind derselben gewesen, das von ihr bisher nur sehr wenig Gutes erfahren hat.",negative,negative,negative
SentIAnno5,"in der Industrie der Nahrungs= und Genußmittel, besonders in der Cigarren=industrie, werden die männlichen Arbeiter mehr und mehr durch weibliche ersetzt, welche, wie es in einem Bericht heißt, sich sowohl mit billigeren Löhnen begnügen, als auch in ihren, sonstigen Ansprüchen genügsamer sind.“",neutral,neutral,neutral
SentIAnno5,Die Montenegriner haben neuerdings die türkische Escorte eines Lebensmittelstrans- portes niedergemetzelt.,negative,negative,negative
SentIAnno5,"Beide Blätter sagen, daß Europa, nachdem diese Frage zwischen Türken und Christen einmal bestehe, das Princip der Nichtinterventioa beobachten sollte. Bukarest, 31.",neutral,neutral,neutral
SentIAnno5,"Die Rationalitäten=frage bildet durchaus kein wesentliches Moment in den Prägen, die sich für die orientalische Politik Oesterreichs ergeben. Es ist ein Zufall, daß die an Oesterreich gränzenden Provinzen der Türkei von slavischen Männern bewohnt werden, ein Zufall, an welchem weder die kaiserliche Regierung im Allgemeinen, noch der gegenwärtige Herr Minister des Aeußern etwas ändern können.",neutral,neutral,neutral
SentIAnno5,"Daß aber Oesterreich ein naheliegendes Interesse daran hat, sich in der christlichen Bevölkerung des türkischen Reiches, welcher Nationalität immer sie angehören mag, Freunde zu gewinnen, ist eine Thatsache, die sich sicher nicht in Abrede stellen läßt.“",positive,neutral,neutral
SentIAnno5,"[Der „Times“=Correspondent in Athen schildert die Kläglichkeit der dortigen Zustände; die Freischaarenführer auf Caudia zankten sich unter sich, während sie dem Feinde gegenüberstanden und meldeten täglich neue Siege, während die Türken freilich in ihrer schläfrigen Weise hinmarschirten, wohin sie wollten.",negative,negative,mixed
SentIAnno5,Die Ausschiffung der auf türkischen Schiffen nach den Pyräus gebrachten 351 Freiwilligen wurde vom Volke verhindert.,negative,neutral,neutral
SentIAnno5,"Die Türken sind nach wie vor „die natürlichen Todfeinde der Christen“ ge- blieben, dieselben der Cultur unzugänglichen und sie vernichtenden Nomaden aus den Steppen Innerasiens, die in Europa nur ein Kriegslager aufgeschlagen haben, dieselben grausamen Herren über die Leiber, das Eigenthum und das Leben der unterjochten Völkerschaften, und unterscheiden sich im Wesentlichen von ihren siegreichen Vorfahren nur durch größere Lethargie.",negative,negative,negative
SentIAnno5,"Die vollständige Niederwerfung Serbiens — eine nach den letzten Schlachten sehr nahe gerückte Eventualität— würde den Knoten der orientalischen Verwicklung nur noch wirrer gestaltet, den türkischen Fanatismus gesteigert und die von allen Mächten als unerläßlich anerkannten Reformen zum Schutze der christlichen Bewohner der Türkei abermals in unabsehbare Ferne gerückt haben.",negative,negative,negative
SentIAnno5,"Während des letzten orientalischen Krieges hat man mir aus den füd=slavischen Gebieten erzählt, daß dort der türkische Name die Leute ziemlich gleichgiltig lasse, und man muß wissen, daß seit Jahrhunderten bis auf unsere Tage in jenen Gegenden der Kampf gegen die Türken das ganze Sinnen und Trachten der Einwohner erfüllte!",negative,neutral,neutral
SentIAnno5,Ersterer hatte im letzten Aufstande eine große Schaar unter seinen Befehlen und brachte den Türken beträchtliche Niederlagen bei.,positive,neutral,neutral
SentIAnno5,"Häuptlinge Peko Pavlovic, Simonie, Vukalovic und Consorten, welche bereits schlüssig geworden sind, ihre Unterwerfung längstens bis Ende des Monats officiell anzuzeigen, dürften nach Bezwingung der Aufständischen von Klobukhieher kommen und sich um den Grund und Boden bewerben, welchen sie früher bei Nevesinje besessen haben, welche ihnen aber von der türkischen Regierung confiscirt worden ist.",negative,neutral,neutral
SentIAnno5,"— Der türkische Botschafter in Petersburg, Schakir Pascha, hatte gestern und heute mehrstündige Unterredungen mit dem hiesigen türkischen Botschafter Essad Bey.",neutral,neutral,neutral
SentIAnno5,"Nach seinen Anschauungen müßte Oesterreich in Sack und Asche Buße thun ob des Frevels an der Türkei, ob der Verschwendung an Geld und Menschen bei der Occupation.",negative,neutral,negative
SentIAnno5,Wenigstens müsse man die Türkei kniefällig um Verzeihung bitten und um Wiederannahme Bosniens und der Herzegowina ersuchen.,negative,neutral,neutral
SentIAnno5,"Ich gehe weiter und nehme keinen Anstand, zu erklären, daß, wenn der Gedanke, der der Regierungspolitik zuGrunde gelegen ist, derjenige gewesen wäre, den ihr ihre Gegner im guten oder schlechten Glauben unterlegen wollen, nämlich der, die Krise im Orient zum Zwecke der Annectirung von zwei Provinzen der Türkei auszunützen — ich dann, auch nach gelungener Durchführung dieser Aufgabe, mit einem ebenso entschiedenen „mea culpa“ vor die Delegationen treten müßte, als ich heute — wie immer das Urtheil lauten mag — demselben mit dem ruhigen Bewußtsein entgegensehen kann, Alles vermieden zu haben, was zu vermeiden, und Alles erreicht zu haben, was zu erreichen war. Um nun darüber ein begründetes Urtheil fällen zu können, ob die durch die Regierung befolgte Politik eine den wahren Interessen Oesterreich=Ungarns entsprechende war, müssen folgende Fragen geklärt werden:",mixed,neutral,neutral
SentIAnno5,"Ich stelle aber im Allgemeinen den Satz auf, daß Niemand einen Schritt, ein Wort darin finden wird, welches nicht von dem leitenden Grundsätze beherrscht wäre, gerade Demjenigen auszuweichen, was heute von Seite der Gegner der Regierung als Endziel ihrer Bestrebungen hingestellt wird. Ich will nur so kurz als möglich die Stellung berühren, die wir den Hauptphasen gegenüber eingenommen haben. Die ersten Vorboten der kommenden Ereignisse waren die Collisionen bei Podgorizza und Kolaschin zwischen Montenegro und der Türkei.",mixed,neutral,neutral
SentIAnno5,"Als diese Bewegung ausbrach, haben wir auf die Versöhnung zwischen Montenegro und der Türkei hingearbeitet.",positive,positive,positive
SentIAnno5,"Haben wir erklärt, eine Lösung dieser Frage durch die Türkei sei nicht zu erwarten?Nein!",negative,negative,negative
SentIAnno5,"Wir waren bestrebt, einen europäischen Conflict, eine Lostrennung dieser Provinzen von der Türkei hintanzuhalten.",positive,neutral,positive
SentIAnno5,"Jedermann war überzeugt, daß ihre Durchführung die einzige Chance biete, die Integrität der Türkei zu erhalten. Wir haben die weitgehenden Verlangen der Insurgenten als unbegründet erklärt und jeden Einfluß dahin verwendet, daß dieselben die Conditionen der Pforte annehmen.",positive,neutral,neutral
SentIAnno5,"Excellenz fest überzeugt und bedauer lebhaft, daß die Pforte durch die auf das Aeußerste gespannte politische und finanzielle Lage des Reiches sich gezwungensehe, gegen den Rath der befreundeten Mächte den gestrigen Beschluß zu fassen, um eine entschiedenere Wendung der ganz unhaltbaren Situation herbeizuführen. Daß unser Rath ein wohlgemeinter war und vielleicht den Krieg auf Jahre hinaus verschieben konnte, wird heute dadurch bestätigt, daß einer der jedenfalls bedeutendsten türkischen Staatsmänner, Midhat Pascha, keinen Anstandnahm, in seinen veröffentlichten Briefen die Nichtbefolgung dieses Rathes als den größten Fehler der türkischen Politik zu bezeichnen. Dies war unsere Haltung bis zum Ausbruche des Krieges.",negative,mixed,mixed
SentIAnno5,Die Lage der Türkei war eine ganz neue geworden.,neutral,neutral,neutral
SentIAnno5,"Die Abendsitzung war sehr stürmisch. Mordini proponirte, der Congreß müsse sich mit Politik befassen, um Kraft zu erlangen, der Regierung Widerstand zu leisten, wenn diese etwas dem Wohle der Ration Widerstrebendes — wie die Abtretung Sardiniens beabsichtige.",positive,neutral,neutral
SentIAnno5,"Die Anerkennung eines einigen Italiens würde dessen Ansprüche auf Venetien gewissermaßen rechtfertigen — Italien aber, welches die Provinzen erobern möchte, die Oesterreich besitzt, würde obenan stehen unter den Feinden Deutschlands.",negative,mixed,neutral
SentIAnno5,„So bedauerlich dies ist — schließt der Artikel — so wird die Nichtanerkennung Italiens durch Preußen die unausbleiblichen Folgen der. siuts seeompli8“ nicht um einen Tag aufhalten.“,negative,negative,negative
SentIAnno5,"wie sie gestern sagte, Italien verzehrt, einen andern Ausweg zu öffnen: Venetien.",negative,neutral,negative
SentIAnno5,"„Ist es nicht möglich, meint sie, daß Venetien seine Unabhängigkeit wieder erlange ohne Waffengewalt?",positive,neutral,neutral
SentIAnno5,"Das wäre ein sehr harter Schlag für die „Ansprüche“ Oesterreichs auf Venetien, und es wäre nicht unmöglich, daß es Angesichts der drohenden Ver- Entschädigungen (Herzegowina) auf dieses Land verzichtete.",negative,neutral,neutral
SentIAnno5,"Richt soganz, sie reibt sich die Hände über den „Möbeln Ungehorsam“, den die kaiserliche Regierung in Ungarn findet, und für den sie so unfehlbare Mittel wüßte, wenn er in Frankreich vorkäme. Der Leitartikel der „Opinione“, der uns telegraphisch gemeldet wird, ist ein spätes Eingeständniß dessen, was man aus Hunderten von Berichten längst wußte: Italien ist gegenwärtig militärisch und financiell nur halb zu zählen. Das kommt aber nicht allein, wie die „Opinione“ andeutet, von der Reaction der unterworfenen Provinzen Süd= und Mittel-italiens gegen die piemontesische Gewaltherrschaft oder, wenn sie lieber will, gegen die italienische Freiheit her.",negative,neutral,mixed
SentIAnno5,"In Messina besonders, wo ich längere Zeit war, zeichnen sich die Leute des neuen Gouvernements durch Verschwörungsriecherei aus.",negative,negative,negative
SentIAnno5,"In Messina machten sich ein betrügerischer Bankrottirer und ein Mann des Volkes die Ehre streitig, im Parlament gewählt zu werden, und derletztere siegte, weil er ein wüthender Republicaner ist.",negative,negative,negative
SentIAnno5,"Die heutige „Opinione"" bespricht den gegenwärtigen Zustand der bewaffneten Macht Italiens und weist darauf hin, daß in Sicilien, der Romagna, den Marken und Umbrien die Recrutirung bis jetzt unbekannt war, daher dort eine neue Einführung sei, die Anfangs keine große Resultäte haben wird.",negative,neutral,neutral
SentIAnno5,"Deßhalb leistet die Hälfte Italiens bis jetzt noch nicht jene Dienste, welche man davon erwarten könnte, und dies ist auch der Grund, daß das Regierungsprogramm für jetzt n- unvollständig ausgeführt meiden kann. Bologna, 29.",negative,neutral,neutral
SentIAnno5,"Die „G.=C.“ schreibt heute in officiöser Weise: „Einige Blätter wollen einen Schritt weiter zur Anerkennung Italiens“ in dem Umstande sehen, daß das k. schwedische General=Consulat in Triest, welches zeitweilig mit der Vertretung der Consulargeschäfte für die Interessen sardinischer Unterthanen betraut ist, neuerer Zeit zugelassen wurde, auch die commerciellen und sonstigen Privat-Interessen von Angehörigen der übrigen, dem neuen Königreiche Italien einver- den betreffenden österreichischen Behörden zu vertreten.",neutral,neutral,neutral
SentIAnno5,"Trotzdem, daß Italien keinerlei Grund hat, auf die französische Thronrede stolz zu sein, bricht doch eine gewisse Schadenfreude über das gänzliche Schweigen Napoleons bezüglich der freundlichen Verhältnisse zu Oesterreich überall durch-",negative,negative,negative
SentIAnno5,"Ich halte diese Politik der Sammlung für ein großes Unglück und glaube, daß Italien Oesterreich bekriegen kann, wenn es will, und mit seinen eigenen Kräften.",negative,negative,negative
SentIAnno5,"Italien wird nie geachtet sein, so lange es die Oesterreicher nicht besiegt hat.",negative,neutral,negative
SentIAnno5,"Ich bin nicht für den sofortigen Krieg, glaube aber, daß der Krieg das beständige Ziel einer italienischen Regierung sein muß.",negative,neutral,negative
SentIAnno5,— 150 Stimmen gegen 180 waren mit Mordini gegen die Regierung.— (Der Carneval in Mailand und die Venetianer.) Der „Boh.“,neutral,neutral,neutral
SentIAnno5,"Auch die florentinischen Regierungsblätter wollten in den letzten Tagen plötzlich die Ueberraschten spielen, nachdem sie zuvor um die Wette mit den andern Blättern Rüstungsnachrichten verbreitet und die Kriegseventualitäten besprochen hatten. — Lamarmora bezeichnet die Behauptung, daß Truppenzusammenziehungen und Einberufung von Reserven in Italien stattgesunden haben, als eine Einbildung. Diese Versicherung steht im entschiedenen Widerspruch mit den Nachrichten, die seit Wochen in allen italienischen Blättern erschienen sind, und die nicht nur eine Menge Details mittheilten, sondern auch darlegten, daß Italien sich in den Stand gesitzt habe, in jedem Augenblick, an jedem beliebigen Punkte des Po, zwölf Divisionen, dasheißt jedenfalls weit über 150.000 Mann zusammenzuziehen.",negative,neutral,neutral
SentIAnno5,"wird wenigstens aus Paris geschrieben, daß dort am 24. eine italienische Note übergeben wurde, die zugibt, daß Italien gewisse Kriegsvorbereitungen gemacht habe, und blos in Abrede stellt, daß dieselben jenen bedrohlichen Charakter tragen, welchen man ihnen in Wien zuschreibt.",negative,neutral,neutral
SentIAnno5,"Italien müsse bereit sein, Oesterreich den Krieg erklären zu können, so wie es zum Bruch zwischen Preußen und jener Macht komme.",negative,neutral,negative
SentIAnno5,Die italienischen Blätter führen immer noch eine sehrhochmüthige Sprache.,negative,neutral,neutral
SentIAnno5,"Italien ist eben ganz und gar das Werk und der Sclave Frankreichs, und man wird in Florenz stets so tanzen, wie man in Paris pfeift; schon die oberflächlichste Beobachtung, genügt, um dieses zuerkennen.",negative,negative,negative
SentIAnno5,"Wir haben kürzlich angeführt, welch' trübes Bild die „Times“ von der Lage Italiens entwirft: Sicilien verlange Brod, nachdem es von Epidemien und Bürgerkrieg verheert worden.",negative,neutral,negative
SentIAnno5,"Es ist wahrlich keine Freude, schöne Träume, patriotische Illusionen zerstören zu müssen; alleinkommt und seht, wie die italienischen Patrioten schmerzerfüllt und mit krampfhaft geballter Faust am Grabe ihrer Hoffnungen stehen und hohnlachend den Wechselbalg betrachten, den sie in unglücklicher Gemeinschaft erzeugten.",negative,negative,negative
SentIAnno5,"Es war ein Kebsbund der reinsten Vaterlandsliebe, der aufopferndsten Selbstverleugnung mit der niedrigsten Gemeinheit und der unverschämtesten Speculation, welche in einem Momente des nationalen Aufschwunges auskurze Strecke mit einander gehen konnten, um sich dann umso mehr abzustoßen. Viele sind heute noch der Meinung, Italien sei- ein constitutionell regiertes Königreich; dies ist eine große Täuschung.",negative,negative,negative
SentIAnno5,Das neue „Königreich Italien“ errichtet also seine erste Botschaft im neuen deutschen Kaiserreich; die Parvenus erheben sich gegenseitig.,negative,neutral,neutral
SentIAnno5,"Ihre historische Bedeutung liegt weit zurück. Solchen Zeiten römischer und venetianischer Herrschaft. Die geschäftige Jetztzeit kümmert sich wenig um diese statten einer ruhmreichen Vergangenheit; sie anerkennt nur den Kaufer und Verkäufer, den Consumenten und Producenten; ihr Forum ist der große Markt der Welt.",negative,negative,neutral
SentIAnno5,"Großen Werth legen unsere officiösen Organe darauf, daß italienische Officiere überall größte Aufnahme und wohlwollende Dispositionen fanden.",neutral,negative,positive
SentIAnno5,"Besehendarin einen neuen Beweis von Sympathie, deren sich die italienische Armee bei den mächtigsten Staaten Europa's erfreut.",negative,negative,positive
SentIAnno5,"Wenn ein Act der einfachsten Höflichkeit in Italien schon als Beweis von Sympathie angesehen wird, so sind die Ansprüche Italiens wahrlich sehr gering und sehr leicht zuerfüllen. Vorgestern in der Frühe um halb 11 Uhr ließ sich Garibaldi nach der großen Aula des Capitols fahren, wo ihn 500 Getreue erwarteten, die er zu einer Versammlung eingeladen hatte.",negative,negative,neutral
SentIAnno5,"B. in Italien der Arbeiterschon seit altersher ein bis zur äußersten Ungebühr, gemißbrauchtes Ausbeutungsobject der Capitalisten: aller Gattung gewesen ist und selbst jetzt noch, trotz aller revolutionären Vorbilder, welche ihm seine Herren gegeben haben, keine ernsthaft drohende Miene annimmt, so lassen sich von ihm auf das deutsche Volk durchaus keine zutreffenden Schlüsse machen.",negative,negative,negative
SentIAnno5,Glaube mit seiner tröstlichen Lehre von der ewigen Vergeltung das arme italienische Volk von gewaltsamer Auflehnung gegen seine Ausbeuter zurückhält.,negative,negative,negative
SentIAnno5,"Lemmi, der große Schwätzer, welcher sich erst kürzlich gerühmt hatte, daß Italien tanzen müsse, wie er Pfeife, wußte den schweren Anwurf bislang nicht zu entkräften und man wartete auch bis heute vergebens auf eine Rechtfertigung.",negative,negative,negative
SentIAnno5,"Anstatt dieser bringt nun ein in Diensten der Loge stehendes Blatt eine Collection von Erklärungen seitens fünf großer italienischer Logen, welche an Deutlichkeit nichts zu wünschen übrig lassen.",positive,neutral,neutral
SentIAnno5,"„Die Loge Castellazzo“ von Spezzia fordert alle Freimaurer Italiens auf, den Bogenmeister („Grand Orient“) Adriano Lemmi zu bekämpfen. Die Loge „Il Dovere“ von Livorno im Vereine mit den Logen „Felice Orsini“ und „Nuova Revoluzione Indipendente“ mahnt zur Pflicht, den offenen Krieg gegen alle Jene zu führen, welche die große Institution der Freimaurerei zu ihrem persönlichen Vortheile aufnützen und sie auf Gewinnsucht der Regierung dienstbarmachen.“",positive,neutral,mixed
SentIAnno5,"Italien werde seinen Besitz nicht wegen einer Grenzrectification riskiren, zumal die nationale Frage gegen die sociale immer mehr in den Hintergrund gedrängt wird. Auch Deutschland werde Niemanden angreifen.",positive,neutral,neutral
SentIAnno5,Wenigstens den Slaven gegenüber hat Depretis stets die Italiener ganzauffallend begünstigt.,negative,negative,mixed
SentIAnno5,"Presse“ hat vor einigen Tagen sich dahin ausgesprochen, die Italiener Südtirols sollten sich darin mit ähnlichen Einrichtungen wie beim Landesculturrath und beiden böhmischen Ausgleichspunktationen begnügen und das „Tiroler Tagblatt“ druckt jetzt diese Ausführungen ohne Widerspruch nach.",neutral,neutral,neutral
SentIAnno5,"Sein Leben wurde immer unsteter; zuletzt lebte er in Italien und ertrank bei einer Meerfahrt in stürmischem Wetter, die er mit Vorliebe unternahm, noch nicht 30 Jahre alt.",negative,negative,negative
SentIAnno5,Lumito bespricht einige Wünsche der Italiener. Die Verhandlung über das Budget wird hierauf abgebrochen. Nach längerer Motion durch den Referenten Rittero.,neutral,neutral,neutral
SentIAnno5,Baron Malsatti bringt die Frage der Statthalterei=Abtheilung in Trient zur Sprache und bemerkt: Die Auflösung der Statthalterei=Abtheilung wird von verschiedenen Seiten als eine Concession der Regierung an die italienischen Abgeordneten hingestellt.,neutral,neutral,neutral
SentIAnno5,"Dieses Vorrecht basire weder auf einem Gesetze, noch auf einer Verordnung, sondern nur auf der Uebung, daß auch, nachdem die venetianische Herrschaft aufgehört hatte, die für Venetien und die Lombardei erlassenen und in italienischer Sprache verfaßten Gesetze auch an die dalmatinischen Behörden hinausgegeben wurden.",neutral,neutral,neutral
SentIAnno5,"List“ meint, daß neben der kroatischen auch die italienische Sprache als innere Amtssprache verwendet werden solle, ist aus dem Artikel nicht zu entnehmen; da dieses Blatt aber die Existenz einer italienischen Nationalität in Dalmatien zu leugnen pflegt, so ist wohl eine solche Rücksichtnahme auf die italienische Sprache indemselben nicht vorauszusetzen.",negative,negative,neutral
SentIAnno5,"haben sich bereits 550 bulgarische Familien zur Auswanderung nach Rußland gemeldet, und steht ein zweites Jahr 1810 zu erwarten, in welchem Hunderttausende von bulgarischen Familien die Türkei verließen. Konstantinopel, 30.",negative,neutral,neutral
SentIAnno5,Ueber den bulgarischen Aufstand ließ sich endlich am 23.,negative,negative,neutral
SentIAnno5,"Dasselbe sagt, daß Bulgarien gegenwärtig weder die moralische, noch die materielle Kraft besitze, um seine Unabhängigkeit zu erkämpfen,",negative,negative,neutral
SentIAnno5,"Die falschen Freunde Bulgariens hätten den Ausstand nur hervorgerufen, um die Edelsten der bulgarischen Nation den Türken an's Messer zu liefern und dadurch sowohl Bulgarien wie die Psorte zu schwächen.",negative,negative,negative
SentIAnno5,"Die Bulgaren hätten sich lieber an Deutschland, Frankreich, Italien, ja selbst an Rußland wenden sollen 2c. Die grellsten Schlaglichter lassen die Aussagen der in dem Gefechte bei Rustschuk durch die Türken gemachten Gefangenen auf die rumänische Regierung fallen.",negative,negative,negative
SentIAnno5,": Der junge Fürst von Bulgarien wird nicht unmittelbarer Nachbar Oesterreichs, von welchem er durch wenige Meilen serbischen Gebiets getrennt bleibt; aber bei der Aufgabe, welche die habsburgische Monarchie im Oriente übernommen, fällt auch Bulgarien in die Interessensphäre derselben.",neutral,neutral,neutral
