,Part,Sentence,token_count,annotation
744,SentiAnno4,"Der Zug muthet Einem in einem Kinderantlitz doppelt traurig an. Naivetät ist eine überflüssige Sache, welche der Semite dem Christen überläßt, darauf baut er seine Ueberlegenheit, seinen Nutzen.",28,negative
745,SentiAnno4,"Wir wollen, sagt Rednerin, unsere Kinder christlich, durch christliche Lehrer, getrennt von denen der jüdischen Religion, erzogen sehen und wir Frauen haben mit unserer ganzen Kraft darauf hinzuwirken, daß unsere Männer für die heilige Sache kämpfen und christlich wählen.",39,negative
746,SentIAnno5,"Um unsere Ansicht zu beweisen, daß nicht Mangel an Fleiß, sondern daß System die Ursache der intellectuellen Unfähigkeit der Arbeiter sei, dient vor Allem die Thatsache, daß in jenen Gewerbskreisen, welche heute noch nicht dem Fabrikssystem unterworfen sind, die allseitig gebildetsten, die geschicktesten Arbeiter aufzufinden sind. Daraus geht klar und empirisch her vor, daß im Handwerke die Menschen sich viel mehr Bildung aneignen, sich größere Fähigkeiten erwerben und sich auch geistig besser ausbilden können, als in der Fabriksindustrie.",78,mixed
747,SentIAnno5,"Der Geschäftseifer ist gewiß eine Qualität, welche an und für sich sehr schätzenswert",13,positive
748,SentIAnno5,"Ich will Ladenmädchen werden, weil man dabei sich nicht zu ermüden braucht und ich nicht gern arbeite.",17,positive
749,SentIAnno5,Doch sollten die Beiträge der Arbeiter niemals 3 Percent des Lohnes übersteigen dürfen und jene der Unternehmer mindestens mit 10 Percent der gesummten Beiträge der Arbeiter bemessen werden.,28,neutral
750,SentIAnno5,"Die Arbeiter hätten sich geschämt, an einer solchen Bewegung theilzunehmen.",10,negative
751,SentIAnno5,"Erstlich hatten sie sich durch maßlose Versprechungen von den Arbeitern abhängig gemacht, d. h. sie machten mit den Arbeitern zu viel in Politik; dann trieben sie selbst den verwegensten Congurrenzkampf gegen einander und haben sich allmälig durch Proclamirung aller möglichen Freiheiten in eine Sackgasse hineinverrannt, aus der sie nicht mehr herauszukommen vermeinen.",52,negative
752,SentIAnno5,"Der Vagabund ist fertig. Das Herumziehen, das Betteln wirkt nicht eben- stätigend auf die Familie ein sie wird zur Landplage, endlich zur Gefahr. So lange die gegenwärtige Wirthschaftsordnung besteht, wird und muß es Vagabundenmassen geben; sie sind ein unvermeidliches Product derselben, und sie wirken nützlich im Sinne eben dieser Wirthschaftsordnung, indem sie die wünschenswerthe Niedrigkeit der Löhne, die Anspruchslosigkeit der Arbeiter in Betreff aller Schutzmaßregeln herbeiführen.",66,mixed
754,SentIAnno5,"Indemsie die Betrachtung der Arbeiterschutzgesetze als einen Gegenstand von „Wünschen“, die obrigkeitliche Ueberwachung der Gesetzesbefolgung aber als von „Möglichkeiten“ abhängig erscheinen läßt, will sie bei den Gewerbe=behörden, bei den Gewerbe=Inspectoren und namentlich bei den Fabrikanten die irrige aber verderbliche Meinung erwecken, daß man an oberster Stelle geneigt sei, die kaum erst nach schweren Kämpfen und nur inrudimentärer Gestalt erlangten Arbeiterschutzgesetze ungestraft auf's frechste verletzen zu lassen. Diese Tendenz des liberalen Blattes bezeichnenwir gegen- an Stellen des Gesetzes und der legitimen Obrigkeit die Willkür des verlottertsten Theiles der Industriellen setzen will; gerade so, wie auf der anderen Seite verbitterte und sittlich verkommene Arbeiter ihre Willkür an Stelle des Gesetzes zur Geltung bringen wollen. Die erstere Form des Anarchismus ist genau so verwerflich, wie die andere und die journalistische Propaganda Beider gleich strafbar. Wenn — wie es nach den Mittheilungen der „N.Fr.",140,negative
755,SentIAnno5,"Das Gewerbe ist fast immer wie ein Stiefkind derselben gewesen, das von ihr bisher nur sehr wenig Gutes erfahren hat.",20,negative
756,SentIAnno5,"in der Industrie der Nahrungs= und Genußmittel, besonders in der Cigarren=industrie, werden die männlichen Arbeiter mehr und mehr durch weibliche ersetzt, welche, wie es in einem Bericht heißt, sich sowohl mit billigeren Löhnen begnügen, als auch in ihren, sonstigen Ansprüchen genügsamer sind.“",42,neutral
757,SentIAnno5,Die Montenegriner haben neuerdings die türkische Escorte eines Lebensmittelstrans- portes niedergemetzelt.,11,negative
758,SentIAnno5,"Beide Blätter sagen, daß Europa, nachdem diese Frage zwischen Türken und Christen einmal bestehe, das Princip der Nichtinterventioa beobachten sollte. Bukarest, 31.",22,neutral
759,SentIAnno5,"Die Rationalitäten=frage bildet durchaus kein wesentliches Moment in den Prägen, die sich für die orientalische Politik Oesterreichs ergeben. Es ist ein Zufall, daß die an Oesterreich gränzenden Provinzen der Türkei von slavischen Männern bewohnt werden, ein Zufall, an welchem weder die kaiserliche Regierung im Allgemeinen, noch der gegenwärtige Herr Minister des Aeußern etwas ändern können.",55,neutral
760,SentIAnno5,"Daß aber Oesterreich ein naheliegendes Interesse daran hat, sich in der christlichen Bevölkerung des türkischen Reiches, welcher Nationalität immer sie angehören mag, Freunde zu gewinnen, ist eine Thatsache, die sich sicher nicht in Abrede stellen läßt.“",36,neutral
761,SentIAnno5,"[Der „Times“=Correspondent in Athen schildert die Kläglichkeit der dortigen Zustände; die Freischaarenführer auf Caudia zankten sich unter sich, während sie dem Feinde gegenüberstanden und meldeten täglich neue Siege, während die Türken freilich in ihrer schläfrigen Weise hinmarschirten, wohin sie wollten.",40,negative
762,SentIAnno5,Die Ausschiffung der auf türkischen Schiffen nach den Pyräus gebrachten 351 Freiwilligen wurde vom Volke verhindert.,16,neutral
763,SentIAnno5,"Die Türken sind nach wie vor „die natürlichen Todfeinde der Christen“ ge- blieben, dieselben der Cultur unzugänglichen und sie vernichtenden Nomaden aus den Steppen Innerasiens, die in Europa nur ein Kriegslager aufgeschlagen haben, dieselben grausamen Herren über die Leiber, das Eigenthum und das Leben der unterjochten Völkerschaften, und unterscheiden sich im Wesentlichen von ihren siegreichen Vorfahren nur durch größere Lethargie.",60,negative
764,SentIAnno5,"Die vollständige Niederwerfung Serbiens — eine nach den letzten Schlachten sehr nahe gerückte Eventualität— würde den Knoten der orientalischen Verwicklung nur noch wirrer gestaltet, den türkischen Fanatismus gesteigert und die von allen Mächten als unerläßlich anerkannten Reformen zum Schutze der christlichen Bewohner der Türkei abermals in unabsehbare Ferne gerückt haben.",50,negative
765,SentIAnno5,"Während des letzten orientalischen Krieges hat man mir aus den füd=slavischen Gebieten erzählt, daß dort der türkische Name die Leute ziemlich gleichgiltig lasse, und man muß wissen, daß seit Jahrhunderten bis auf unsere Tage in jenen Gegenden der Kampf gegen die Türken das ganze Sinnen und Trachten der Einwohner erfüllte!",50,neutral
766,SentIAnno5,Ersterer hatte im letzten Aufstande eine große Schaar unter seinen Befehlen und brachte den Türken beträchtliche Niederlagen bei.,18,neutral
767,SentIAnno5,"Häuptlinge Peko Pavlovic, Simonie, Vukalovic und Consorten, welche bereits schlüssig geworden sind, ihre Unterwerfung längstens bis Ende des Monats officiell anzuzeigen, dürften nach Bezwingung der Aufständischen von Klobukhieher kommen und sich um den Grund und Boden bewerben, welchen sie früher bei Nevesinje besessen haben, welche ihnen aber von der türkischen Regierung confiscirt worden ist.",54,neutral
768,SentIAnno5,"— Der türkische Botschafter in Petersburg, Schakir Pascha, hatte gestern und heute mehrstündige Unterredungen mit dem hiesigen türkischen Botschafter Essad Bey.",21,neutral
769,SentIAnno5,"Nach seinen Anschauungen müßte Oesterreich in Sack und Asche Buße thun ob des Frevels an der Türkei, ob der Verschwendung an Geld und Menschen bei der Occupation.",27,negative
770,SentIAnno5,Wenigstens müsse man die Türkei kniefällig um Verzeihung bitten und um Wiederannahme Bosniens und der Herzegowina ersuchen.,17,neutral
771,SentIAnno5,"Ich gehe weiter und nehme keinen Anstand, zu erklären, daß, wenn der Gedanke, der der Regierungspolitik zuGrunde gelegen ist, derjenige gewesen wäre, den ihr ihre Gegner im guten oder schlechten Glauben unterlegen wollen, nämlich der, die Krise im Orient zum Zwecke der Annectirung von zwei Provinzen der Türkei auszunützen — ich dann, auch nach gelungener Durchführung dieser Aufgabe, mit einem ebenso entschiedenen „mea culpa“ vor die Delegationen treten müßte, als ich heute — wie immer das Urtheil lauten mag — demselben mit dem ruhigen Bewußtsein entgegensehen kann, Alles vermieden zu haben, was zu vermeiden, und Alles erreicht zu haben, was zu erreichen war. Um nun darüber ein begründetes Urtheil fällen zu können, ob die durch die Regierung befolgte Politik eine den wahren Interessen Oesterreich=Ungarns entsprechende war, müssen folgende Fragen geklärt werden:",131,neutral
772,SentIAnno5,"Ich stelle aber im Allgemeinen den Satz auf, daß Niemand einen Schritt, ein Wort darin finden wird, welches nicht von dem leitenden Grundsätze beherrscht wäre, gerade Demjenigen auszuweichen, was heute von Seite der Gegner der Regierung als Endziel ihrer Bestrebungen hingestellt wird. Ich will nur so kurz als möglich die Stellung berühren, die wir den Hauptphasen gegenüber eingenommen haben. Die ersten Vorboten der kommenden Ereignisse waren die Collisionen bei Podgorizza und Kolaschin zwischen Montenegro und der Türkei.",77,neutral
773,SentIAnno5,"Als diese Bewegung ausbrach, haben wir auf die Versöhnung zwischen Montenegro und der Türkei hingearbeitet.",15,positive
774,SentIAnno5,"Haben wir erklärt, eine Lösung dieser Frage durch die Türkei sei nicht zu erwarten?Nein!",14,negative
775,SentIAnno5,"Wir waren bestrebt, einen europäischen Conflict, eine Lostrennung dieser Provinzen von der Türkei hintanzuhalten.",14,positive
776,SentIAnno5,"Jedermann war überzeugt, daß ihre Durchführung die einzige Chance biete, die Integrität der Türkei zu erhalten. Wir haben die weitgehenden Verlangen der Insurgenten als unbegründet erklärt und jeden Einfluß dahin verwendet, daß dieselben die Conditionen der Pforte annehmen.",38,neutral
777,SentIAnno5,"Excellenz fest überzeugt und bedauer lebhaft, daß die Pforte durch die auf das Aeußerste gespannte politische und finanzielle Lage des Reiches sich gezwungensehe, gegen den Rath der befreundeten Mächte den gestrigen Beschluß zu fassen, um eine entschiedenere Wendung der ganz unhaltbaren Situation herbeizuführen. Daß unser Rath ein wohlgemeinter war und vielleicht den Krieg auf Jahre hinaus verschieben konnte, wird heute dadurch bestätigt, daß einer der jedenfalls bedeutendsten türkischen Staatsmänner, Midhat Pascha, keinen Anstandnahm, in seinen veröffentlichten Briefen die Nichtbefolgung dieses Rathes als den größten Fehler der türkischen Politik zu bezeichnen. Dies war unsere Haltung bis zum Ausbruche des Krieges.",99,mixed
778,SentIAnno5,Die Lage der Türkei war eine ganz neue geworden.,9,neutral
779,SentIAnno5,"Die Abendsitzung war sehr stürmisch. Mordini proponirte, der Congreß müsse sich mit Politik befassen, um Kraft zu erlangen, der Regierung Widerstand zu leisten, wenn diese etwas dem Wohle der Ration Widerstrebendes — wie die Abtretung Sardiniens beabsichtige.",37,neutral
781,SentIAnno5,„So bedauerlich dies ist — schließt der Artikel — so wird die Nichtanerkennung Italiens durch Preußen die unausbleiblichen Folgen der. siuts seeompli8“ nicht um einen Tag aufhalten.“,27,negative
782,SentIAnno5,"wie sie gestern sagte, Italien verzehrt, einen andern Ausweg zu öffnen: Venetien.",12,negative
783,SentIAnno5,"„Ist es nicht möglich, meint sie, daß Venetien seine Unabhängigkeit wieder erlange ohne Waffengewalt?",14,neutral
784,SentIAnno5,"Das wäre ein sehr harter Schlag für die „Ansprüche“ Oesterreichs auf Venetien, und es wäre nicht unmöglich, daß es Angesichts der drohenden Ver- Entschädigungen (Herzegowina) auf dieses Land verzichtete.",29,neutral
786,SentIAnno5,"In Messina besonders, wo ich längere Zeit war, zeichnen sich die Leute des neuen Gouvernements durch Verschwörungsriecherei aus.",18,negative
787,SentIAnno5,"In Messina machten sich ein betrügerischer Bankrottirer und ein Mann des Volkes die Ehre streitig, im Parlament gewählt zu werden, und derletztere siegte, weil er ein wüthender Republicaner ist.",29,negative
788,SentIAnno5,"Die heutige „Opinione"" bespricht den gegenwärtigen Zustand der bewaffneten Macht Italiens und weist darauf hin, daß in Sicilien, der Romagna, den Marken und Umbrien die Recrutirung bis jetzt unbekannt war, daher dort eine neue Einführung sei, die Anfangs keine große Resultäte haben wird.",43,neutral
789,SentIAnno5,"Deßhalb leistet die Hälfte Italiens bis jetzt noch nicht jene Dienste, welche man davon erwarten könnte, und dies ist auch der Grund, daß das Regierungsprogramm für jetzt n- unvollständig ausgeführt meiden kann. Bologna, 29.",34,neutral
790,SentIAnno5,"Die „G.=C.“ schreibt heute in officiöser Weise: „Einige Blätter wollen einen Schritt weiter zur Anerkennung Italiens“ in dem Umstande sehen, daß das k. schwedische General=Consulat in Triest, welches zeitweilig mit der Vertretung der Consulargeschäfte für die Interessen sardinischer Unterthanen betraut ist, neuerer Zeit zugelassen wurde, auch die commerciellen und sonstigen Privat-Interessen von Angehörigen der übrigen, dem neuen Königreiche Italien einver- den betreffenden österreichischen Behörden zu vertreten.",66,neutral
791,SentIAnno5,"Trotzdem, daß Italien keinerlei Grund hat, auf die französische Thronrede stolz zu sein, bricht doch eine gewisse Schadenfreude über das gänzliche Schweigen Napoleons bezüglich der freundlichen Verhältnisse zu Oesterreich überall durch-",31,negative
792,SentIAnno5,"Ich halte diese Politik der Sammlung für ein großes Unglück und glaube, daß Italien Oesterreich bekriegen kann, wenn es will, und mit seinen eigenen Kräften.",25,negative
793,SentIAnno5,"Italien wird nie geachtet sein, so lange es die Oesterreicher nicht besiegt hat.",13,negative
794,SentIAnno5,"Ich bin nicht für den sofortigen Krieg, glaube aber, daß der Krieg das beständige Ziel einer italienischen Regierung sein muß.",20,negative
795,SentIAnno5,— 150 Stimmen gegen 180 waren mit Mordini gegen die Regierung.— (Der Carneval in Mailand und die Venetianer.) Der „Boh.“,20,neutral
796,SentIAnno5,"Auch die florentinischen Regierungsblätter wollten in den letzten Tagen plötzlich die Ueberraschten spielen, nachdem sie zuvor um die Wette mit den andern Blättern Rüstungsnachrichten verbreitet und die Kriegseventualitäten besprochen hatten. — Lamarmora bezeichnet die Behauptung, daß Truppenzusammenziehungen und Einberufung von Reserven in Italien stattgesunden haben, als eine Einbildung. Diese Versicherung steht im entschiedenen Widerspruch mit den Nachrichten, die seit Wochen in allen italienischen Blättern erschienen sind, und die nicht nur eine Menge Details mittheilten, sondern auch darlegten, daß Italien sich in den Stand gesitzt habe, in jedem Augenblick, an jedem beliebigen Punkte des Po, zwölf Divisionen, dasheißt jedenfalls weit über 150.000 Mann zusammenzuziehen.",103,neutral
797,SentIAnno5,"wird wenigstens aus Paris geschrieben, daß dort am 24. eine italienische Note übergeben wurde, die zugibt, daß Italien gewisse Kriegsvorbereitungen gemacht habe, und blos in Abrede stellt, daß dieselben jenen bedrohlichen Charakter tragen, welchen man ihnen in Wien zuschreibt.",39,neutral
798,SentIAnno5,"Italien müsse bereit sein, Oesterreich den Krieg erklären zu können, so wie es zum Bruch zwischen Preußen und jener Macht komme.",21,negative
799,SentIAnno5,Die italienischen Blätter führen immer noch eine sehrhochmüthige Sprache.,9,neutral
800,SentIAnno5,"Italien ist eben ganz und gar das Werk und der Sclave Frankreichs, und man wird in Florenz stets so tanzen, wie man in Paris pfeift; schon die oberflächlichste Beobachtung, genügt, um dieses zuerkennen.",33,negative
801,SentIAnno5,"Wir haben kürzlich angeführt, welch' trübes Bild die „Times“ von der Lage Italiens entwirft: Sicilien verlange Brod, nachdem es von Epidemien und Bürgerkrieg verheert worden.",25,negative
802,SentIAnno5,"Es ist wahrlich keine Freude, schöne Träume, patriotische Illusionen zerstören zu müssen; alleinkommt und seht, wie die italienischen Patrioten schmerzerfüllt und mit krampfhaft geballter Faust am Grabe ihrer Hoffnungen stehen und hohnlachend den Wechselbalg betrachten, den sie in unglücklicher Gemeinschaft erzeugten.",41,negative
803,SentIAnno5,"Es war ein Kebsbund der reinsten Vaterlandsliebe, der aufopferndsten Selbstverleugnung mit der niedrigsten Gemeinheit und der unverschämtesten Speculation, welche in einem Momente des nationalen Aufschwunges auskurze Strecke mit einander gehen konnten, um sich dann umso mehr abzustoßen. Viele sind heute noch der Meinung, Italien sei- ein constitutionell regiertes Königreich; dies ist eine große Täuschung.",54,negative
804,SentIAnno5,Das neue „Königreich Italien“ errichtet also seine erste Botschaft im neuen deutschen Kaiserreich; die Parvenus erheben sich gegenseitig.,18,neutral
805,SentIAnno5,"Ihre historische Bedeutung liegt weit zurück. Solchen Zeiten römischer und venetianischer Herrschaft. Die geschäftige Jetztzeit kümmert sich wenig um diese statten einer ruhmreichen Vergangenheit; sie anerkennt nur den Kaufer und Verkäufer, den Consumenten und Producenten; ihr Forum ist der große Markt der Welt.",43,negative
807,SentIAnno5,"Besehendarin einen neuen Beweis von Sympathie, deren sich die italienische Armee bei den mächtigsten Staaten Europa's erfreut.",17,negative
808,SentIAnno5,"Wenn ein Act der einfachsten Höflichkeit in Italien schon als Beweis von Sympathie angesehen wird, so sind die Ansprüche Italiens wahrlich sehr gering und sehr leicht zuerfüllen. Vorgestern in der Frühe um halb 11 Uhr ließ sich Garibaldi nach der großen Aula des Capitols fahren, wo ihn 500 Getreue erwarteten, die er zu einer Versammlung eingeladen hatte.",57,negative
809,SentIAnno5,"B. in Italien der Arbeiterschon seit altersher ein bis zur äußersten Ungebühr, gemißbrauchtes Ausbeutungsobject der Capitalisten: aller Gattung gewesen ist und selbst jetzt noch, trotz aller revolutionären Vorbilder, welche ihm seine Herren gegeben haben, keine ernsthaft drohende Miene annimmt, so lassen sich von ihm auf das deutsche Volk durchaus keine zutreffenden Schlüsse machen.",53,negative
810,SentIAnno5,Glaube mit seiner tröstlichen Lehre von der ewigen Vergeltung das arme italienische Volk von gewaltsamer Auflehnung gegen seine Ausbeuter zurückhält.,20,negative
811,SentIAnno5,"Lemmi, der große Schwätzer, welcher sich erst kürzlich gerühmt hatte, daß Italien tanzen müsse, wie er Pfeife, wußte den schweren Anwurf bislang nicht zu entkräften und man wartete auch bis heute vergebens auf eine Rechtfertigung.",35,negative
812,SentIAnno5,"Anstatt dieser bringt nun ein in Diensten der Loge stehendes Blatt eine Collection von Erklärungen seitens fünf großer italienischer Logen, welche an Deutlichkeit nichts zu wünschen übrig lassen.",28,neutral
814,SentIAnno5,"Italien werde seinen Besitz nicht wegen einer Grenzrectification riskiren, zumal die nationale Frage gegen die sociale immer mehr in den Hintergrund gedrängt wird. Auch Deutschland werde Niemanden angreifen.",28,neutral
815,SentIAnno5,Wenigstens den Slaven gegenüber hat Depretis stets die Italiener ganzauffallend begünstigt.,11,negative
816,SentIAnno5,"Presse“ hat vor einigen Tagen sich dahin ausgesprochen, die Italiener Südtirols sollten sich darin mit ähnlichen Einrichtungen wie beim Landesculturrath und beiden böhmischen Ausgleichspunktationen begnügen und das „Tiroler Tagblatt“ druckt jetzt diese Ausführungen ohne Widerspruch nach.",36,neutral
817,SentIAnno5,"Sein Leben wurde immer unsteter; zuletzt lebte er in Italien und ertrank bei einer Meerfahrt in stürmischem Wetter, die er mit Vorliebe unternahm, noch nicht 30 Jahre alt.",28,negative
818,SentIAnno5,Lumito bespricht einige Wünsche der Italiener. Die Verhandlung über das Budget wird hierauf abgebrochen. Nach längerer Motion durch den Referenten Rittero.,21,neutral
819,SentIAnno5,Baron Malsatti bringt die Frage der Statthalterei=Abtheilung in Trient zur Sprache und bemerkt: Die Auflösung der Statthalterei=Abtheilung wird von verschiedenen Seiten als eine Concession der Regierung an die italienischen Abgeordneten hingestellt.,31,neutral
820,SentIAnno5,"Dieses Vorrecht basire weder auf einem Gesetze, noch auf einer Verordnung, sondern nur auf der Uebung, daß auch, nachdem die venetianische Herrschaft aufgehört hatte, die für Venetien und die Lombardei erlassenen und in italienischer Sprache verfaßten Gesetze auch an die dalmatinischen Behörden hinausgegeben wurden.",44,neutral
821,SentIAnno5,"List“ meint, daß neben der kroatischen auch die italienische Sprache als innere Amtssprache verwendet werden solle, ist aus dem Artikel nicht zu entnehmen; da dieses Blatt aber die Existenz einer italienischen Nationalität in Dalmatien zu leugnen pflegt, so ist wohl eine solche Rücksichtnahme auf die italienische Sprache indemselben nicht vorauszusetzen.",50,negative
822,SentIAnno5,"haben sich bereits 550 bulgarische Familien zur Auswanderung nach Rußland gemeldet, und steht ein zweites Jahr 1810 zu erwarten, in welchem Hunderttausende von bulgarischen Familien die Türkei verließen. Konstantinopel, 30.",30,neutral
823,SentIAnno5,Ueber den bulgarischen Aufstand ließ sich endlich am 23.,9,negative
824,SentIAnno5,"Dasselbe sagt, daß Bulgarien gegenwärtig weder die moralische, noch die materielle Kraft besitze, um seine Unabhängigkeit zu erkämpfen,",18,negative
825,SentIAnno5,"Die falschen Freunde Bulgariens hätten den Ausstand nur hervorgerufen, um die Edelsten der bulgarischen Nation den Türken an's Messer zu liefern und dadurch sowohl Bulgarien wie die Psorte zu schwächen.",30,negative
826,SentIAnno5,"Die Bulgaren hätten sich lieber an Deutschland, Frankreich, Italien, ja selbst an Rußland wenden sollen 2c. Die grellsten Schlaglichter lassen die Aussagen der in dem Gefechte bei Rustschuk durch die Türken gemachten Gefangenen auf die rumänische Regierung fallen.",38,negative
827,SentIAnno5,": Der junge Fürst von Bulgarien wird nicht unmittelbarer Nachbar Oesterreichs, von welchem er durch wenige Meilen serbischen Gebiets getrennt bleibt; aber bei der Aufgabe, welche die habsburgische Monarchie im Oriente übernommen, fällt auch Bulgarien in die Interessensphäre derselben.",39,neutral
828,SentIAnno5,"So konnte die Wahl des bulgarischen Volkes auf keinen geeigneteren Throncandidaten gelenkt werden, als auf einen aus deutscher Heimat und deutschem Heere hervorgegangenen Prinzen, welcher durch seine Familienbeziehungen dem russischen wie österreichischen Hofe so nahe steht. Paris, 30.",38,positive
830,SentIAnno5,"Anfänglich ging es, aber jetzt sind die Bulgaren selbst schon durch Erfahrung klüger geworden und sie wissen diese Sorte Journalisten nicht nur mündlich, sondern auch schriftlich ganz vorzüglich zu schildern, und sie warnen vorderartigen Correspondenten sowohl die Regierung wie auch das Publicum.",42,neutral
831,SentIAnno5,"Als sie sich entschlossen haben, zu kommen, waren sie wahrscheinlich der Ansicht, daß die bulgarische Regierung ihrer gar sehr bedürfe.",20,neutral
832,SentIAnno5,"Von einer begeisterten Stimmung läßt sich unter wichen Umständen nicht reden; auch unterblieben auf diese Weise viele von Seite der Opposition vorbereitete Demonstrationen zu Gunsten Macedoniens. Zum Ausweise der bulgarischen Nationalbank habe ich nachzutragen, daß sie auch auf Hypotheken Darlehen bewilligt.",41,neutral
833,SentIAnno5,"Das stellt uns eine schöne Generation für die nächste Zukunft in Aussicht! Bulgarien. Die serbisch=bulgarischen Beziehungen. Die Spannung zwischen Serbien und Bulgarien wird, wie es scheint, immer größer und in politischen Kreisen.",32,mixed
834,SentIAnno5,"Die officiöse „Bukgarie“ meint, die serbischen Radicalen wollen als russische Marionetten einen Conflict schaffen, um sich für Slivnitza zu rächen. Wenn derselbe abweislich, so nehme Bulgarien den Fehdehandschuh auf und fürchte nicht den Krieg, dessen Frucht die Unabhängigkeit, vielleicht ein Gebietszuwachs Bulgariens sein werden werden werden.",46,mixed
835,SentIAnno5,"geführt hatte, und in welcher deren Intervention gegen die Einsetzung der bulgarischen Bischöfe in Macedonien nachgesucht wurde. Seite 2 Wien.",20,neutral
836,SentIAnno5,Im Namen der Bulgaren antworteten der Schriftsteller Stojanoff in böhmischer und Professor Garbanoff in bulgarischer Sprache.,16,neutral
837,SentIAnno5,"Die Wahlen für die große Nationalversammlung, welche zusammentritt, um ihr Votum über die geplante Verfassungsänderung abzugeben, sind heute in ganz Bulgarien in vollster Ruhe und ohne Zwischenfall vor sich gegangen.",30,positive
838,SentIAnno5,"— Im grellsten Lichte erscheint die Abnormität unserer Verhältnisse durch den Umstand, daß, während der dalmatinische Landtag sich corpore nach Wien begibt, um den Strebungen seiner Minorität (dreizehn gegen neunundzwanzig) bezüglich der Union mit Kroatien entgegen- zu wirken, der kroatische Landtag bei Seiner Majestät um die Vereinigung Dalmatiens mit Kroatien als eine Rechtsconsequenz petitionirt, und gegen- dendige Vornahme der Wahlen, damit schließlich zu jener des Bürgermeisters geschritten werden könne. Einer Interpellation Steudl's, was mit der Eingabe Much's, betreffend die Errichtung eines Denkmales für die im März 1848 Gefallenen, geschehen sei, wird von Seite des Alterspräsidenten dahin begegnet, daß dieser Gegenstand eingelangt und in der nächsten Versammlung vorgetragen werden könne. Ein weiterer Antrag, dem Herrn Mauthner für sein ersprießliches und gemeinnütziges Wirken die große goldene Salvator=Medaille zu verleihen, wird einstimmig angenommen.",130,mixed
839,SentIAnno5,"Majestät nach den Gründen gefragt habe, weßhalb wir keine Deputirten zum croatischen Landtag senden und die Worte hinzufügte: „Das, was Ihr wünscht, wird nicht geschehen.“",25,negative
841,SentIAnno5,"— Seitens der Grenzabgeordneten erwiedert diesen Gruß der bekannte Grenzadvocat Berlin, Statthaltereirath Battio stellt den Antrag, es mögen in den Ausschuß zur Vorbereitung des Gesetzvorschlages. Betreff der Vertretung der Grenze am kroatisch=slavonischen Landtage und Aufhebung des Grenzinstitutes auch einige von den Grenzdeputirten aufgenommen werden.Se.",44,neutral
842,SentIAnno5,"Hätte das Volk richtige Begriffe von Nationalität 5c., so würde man die benachbarten Slovenen nicht mit Krainec und Stairec benennen und gegen den Serben anders gefinnt kem. sein.",28,negative
843,SentIAnno5,"Sowie sich die Lage der Dinge beurtheilen läßt, dürften die Montenegriner allerdings im Nachtheile sein.",15,neutral
844,SentIAnno5,"Die croatische Hofkanzlei hat sich nämlich dahin geäußert, daß es der in Aussicht gestellten Synode zu überlassen wäre, die Benennung festzustellen.",21,neutral
845,SentIAnno5,Wahrscheinlich stehe die Einführung der serbischen Sprache als Amtssprache bevor.,10,neutral
846,SentIAnno5,"Dieser sprach in einer Anrede an die Versammlung die Ueberzeugung aus, daß binnen ganz kurzer Zeit der croatische und ungarische Landtag einberufen werden, und daß deren erste Aufgabe die Ordnung des Verhältnisses zwischen Croatien und Ungarn sein wird. Nach „M.",40,neutral
848,SentIAnno5,"Ein Agramer Korrespondent des „Bocsi Hradü“ erfährt, daß an dem kroatischen Landtag vor der Verhandlung der staaterechtlichen Fragen das neue Wahlgesetz, sowie die Erledigung einiger dringenden Provinzialangelegenheiten zur Sprache.",29,neutral
849,SentIAnno5,Das Zengrger Capitel hat den Domherrn Anton Sokoliä und das Fiumaner Capitel den Domherrn Ivan Fiamin zu Deputirten für den kroatischen Landtag gewählt.,23,neutral
850,SentIAnno5,aussäen würden. Ein anderes Hinderniß gegen die Anwendung des strengen Parlamentarismus ist die Forderung autonomer Landesregierungen für die einzelnen Länder jenseits der Leitha und die siebenbürgische und kroatische Frage diesseits der Leitha.,32,neutral
851,SentIAnno5,"fort, hält in ihrem gesunden Kernfest an den Prinzipien, welche im Jahre 1848, hoch erhoben auf der Fahne Kroatiens, von diesem zur Rettung der Monarchie mit schweren freiwilligen Opfern an Gut und Blut zur Geltung gebracht worden waren, — an den Prinzipien, deren wesentliches Postulat in den Worten ausgedrückt ist: „Die Machtstellung der Monarchie durch eine gemeinsame Behandlung der höchsten Staatsaus- gaben zu wahren.",64,neutral
852,SentIAnno5,"„Selbst dann, als die national=liberale Partei in Kroatien durch die Regierungsautorität zum Stillschweigen und zur Passivität verurtheilt war, haben sich aus ihrem Lager Stimmen erhoben, welche laut für den Weg der Vereinbarung, der Verständigung mit den legalen Vertretern der berechtigten Völker auf Grundlage des kaiserlichen Diploms vom 20.",48,mixed
853,SentIAnno5,"„Die liberalen Patrioten Kroatiens theilen nicht die Besorgnisse derjenigen, die aus der altherkömmlichen Stilsorm des königlichen Rescriptes, womit der ungarische Landtag einberufen wird, eine Gefahr für die Integrität und wieder erlangte Autonomie dieses unseres Königreiches herauslesen wollen.",37,positive
